Round,Date,Team 1,Team 2,FT,HT
?,(Sat) Oct/19 1996 (42),Paris SG (13),Auxerre (13),1-1,1-0
?,(Fri) Oct/25 1996 (43),Bordeaux (14),Montpellier (14),3-1,2-0
?,(Sat) Oct/26 1996 (43),Auxerre (14),Lyon (14),7-0,1-0
?,(Sat) Oct/26 1996 (43),Bastia (14),Lens (14),0-1,0-1
?,(Sat) Oct/26 1996 (43),Caen (14),Guingamp (14),0-1,0-0
?,(Sat) Oct/26 1996 (43),Lille (14),Monaco (14),1-4,0-1
?,(Sat) Oct/26 1996 (43),Marseille (14),Nantes (14),0-1,0-0
?,(Sat) Oct/26 1996 (43),Metz (14),Le Havre (14),1-2,1-1
?,(Sat) Oct/26 1996 (43),Nice (14),Cannes (14),0-0,0-0
?,(Sat) Oct/26 1996 (43),Rennes (14),Paris SG (14),2-1,0-0
?,(Sat) Oct/26 1996 (43),Strasbourg (14),Nancy (14),3-1,1-1
?,(Sat) Nov/2 1996 (44),Cannes (15),Lille (15),0-1,0-1
?,(Sat) Nov/2 1996 (44),Guingamp (15),Metz (15),0-1,0-0
?,(Sat) Nov/2 1996 (44),Le Havre (15),Auxerre (15),0-2,0-1
?,(Sat) Nov/2 1996 (44),Lens (15),Nice (15),3-2,0-1
?,(Sat) Nov/2 1996 (44),Lyon (15),Rennes (15),2-0,1-0
?,(Sat) Nov/2 1996 (44),Monaco (15),Bordeaux (15),3-1,2-0
?,(Sat) Nov/2 1996 (44),Montpellier (15),Marseille (15),2-0,1-0
?,(Sat) Nov/2 1996 (44),Nancy (15),Caen (15),1-2,0-0
?,(Sat) Nov/2 1996 (44),Nantes (15),Strasbourg (15),3-0,2-0
?,(Sun) Nov/3 1996 (44),Paris SG (15),Bastia (15),3-0,1-0
?,(Tue) Nov/5 1996 (45),Marseille (16),Monaco (16),3-1,3-0
?,(Wed) Nov/6 1996 (45),Auxerre (16),Metz (16),2-3,1-1
?,(Wed) Nov/6 1996 (45),Bastia (16),Lyon (16),3-1,2-1
?,(Wed) Nov/6 1996 (45),Bordeaux (16),Cannes (16),1-0,0-0
?,(Wed) Nov/6 1996 (45),Caen (16),Nantes (16),0-0,0-0
?,(Wed) Nov/6 1996 (45),Lille (16),Lens (16),2-1,2-0
?,(Wed) Nov/6 1996 (45),Nancy (16),Guingamp (16),2-0,1-0
?,(Wed) Nov/6 1996 (45),Nice (16),Paris SG (16),0-1,0-0
?,(Wed) Nov/6 1996 (45),Rennes (16),Le Havre (16),1-1,1-1
?,(Wed) Nov/6 1996 (45),Strasbourg (16),Montpellier (16),2-1,1-0
?,(Tue) Nov/12 1996 (46),Nantes (17),Nancy (17),2-0,1-0
?,(Wed) Nov/13 1996 (46),Cannes (17),Marseille (17),0-0,0-0
?,(Wed) Nov/13 1996 (46),Guingamp (17),Auxerre (17),0-0,0-0
?,(Wed) Nov/13 1996 (46),Le Havre (17),Bastia (17),0-1,0-0
?,(Wed) Nov/13 1996 (46),Lens (17),Bordeaux (17),3-4,1-3
?,(Wed) Nov/13 1996 (46),Lyon (17),Nice (17),3-1,2-1
?,(Wed) Nov/13 1996 (46),Metz (17),Rennes (17),2-0,1-0
?,(Wed) Nov/13 1996 (46),Monaco (17),Strasbourg (17),2-0,0-0
?,(Wed) Nov/13 1996 (46),Montpellier (17),Caen (17),0-0,0-0
?,(Wed) Nov/13 1996 (46),Paris SG (17),Lille (17),3-1,2-1
?,(Sat) Nov/16 1996 (46),Bastia (18),Metz (18),2-1,0-0
?,(Sat) Nov/16 1996 (46),Bordeaux (18),Paris SG (18),5-3,2-2
?,(Sat) Nov/16 1996 (46),Caen (18),Monaco (18),0-1,0-0
?,(Sat) Nov/16 1996 (46),Marseille (18),Lens (18),2-1,2-1
?,(Sat) Nov/16 1996 (46),Nancy (18),Montpellier (18),0-0,0-0
?,(Sat) Nov/16 1996 (46),Nantes (18),Guingamp (18),1-1,1-1
?,(Sat) Nov/16 1996 (46),Nice (18),Le Havre (18),0-3,0-1
?,(Sat) Nov/16 1996 (46),Rennes (18),Auxerre (18),1-0,0-0
?,(Sat) Nov/16 1996 (46),Strasbourg (18),Cannes (18),2-0,0-0
?,(Sun) Nov/17 1996 (46),Lille (18),Lyon (18),1-1,0-0
?,(Fri) Nov/22 1996 (47),Paris SG (19),Marseille (19),0-0,0-0
?,(Sat) Nov/23 1996 (47),Auxerre (19),Bastia (19),1-2,1-1
?,(Sat) Nov/23 1996 (47),Cannes (19),Caen (19),2-0,1-0
?,(Sat) Nov/23 1996 (47),Guingamp (19),Rennes (19),1-0,1-0
?,(Sat) Nov/23 1996 (47),Le Havre (19),Lille (19),0-0,0-0
?,(Sat) Nov/23 1996 (47),Lens (19),Strasbourg (19),1-2,0-0
?,(Sat) Nov/23 1996 (47),Lyon (19),Bordeaux (19),2-2,2-1
?,(Sat) Nov/23 1996 (47),Metz (19),Nice (19),1-0,0-0
?,(Sat) Nov/23 1996 (47),Monaco (19),Nancy (19),2-0,1-0
?,(Sat) Nov/23 1996 (47),Montpellier (19),Nantes (19),2-2,1-1
?,(Thu) Nov/28 1996 (48),Bordeaux (20),Metz (20),1-0,1-0
?,(Thu) Nov/28 1996 (48),Montpellier (20),Monaco (20),0-1,0-0
?,(Fri) Nov/29 1996 (48),Caen (20),Paris SG (20),1-3,1-1
?,(Fri) Nov/29 1996 (48),Guingamp (20),Bastia (20),2-1,1-0
?,(Fri) Nov/29 1996 (48),Lille (20),Auxerre (20),0-1,0-1
?,(Fri) Nov/29 1996 (48),Marseille (20),Le Havre (20),0-0,0-0
?,(Fri) Nov/29 1996 (48),Nancy (20),Lens (20),1-1,0-0
?,(Fri) Nov/29 1996 (48),Nantes (20),Cannes (20),5-1,2-0
?,(Fri) Nov/29 1996 (48),Nice (20),Rennes (20),3-1,1-1
?,(Fri) Nov/29 1996 (48),Strasbourg (20),Lyon (20),3-0,1-0
?,(Fri) Dec/6 1996 (49),Lens (21),Nantes (21),0-4,0-2
?,(Fri) Dec/6 1996 (49),Paris SG (21),Nancy (21),1-2,1-0
?,(Sat) Dec/7 1996 (49),Auxerre (21),Bordeaux (21),2-1,1-1
?,(Sat) Dec/7 1996 (49),Bastia (21),Nice (21),1-0,1-0
?,(Sat) Dec/7 1996 (49),Cannes (21),Montpellier (21),1-0,1-0
?,(Sat) Dec/7 1996 (49),Le Havre (21),Strasbourg (21),2-0,1-0
?,(Sat) Dec/7 1996 (49),Lyon (21),Caen (21),3-0,0-0
?,(Sat) Dec/7 1996 (49),Metz (21),Marseille (21),1-1,1-0
?,(Sat) Dec/7 1996 (49),Monaco (21),Guingamp (21),0-0,0-0
?,(Sat) Dec/7 1996 (49),Rennes (21),Lille (21),2-0,0-0
?,(Sat) Dec/14 1996 (50),Bordeaux (22),Rennes (22),2-0,1-0
?,(Sat) Dec/14 1996 (50),Caen (22),Le Havre (22),4-0,2-0
?,(Sat) Dec/14 1996 (50),Guingamp (22),Nice (22),0-1,0-0
?,(Sat) Dec/14 1996 (50),Lille (22),Bastia (22),1-2,0-1
?,(Sat) Dec/14 1996 (50),Monaco (22),Cannes (22),1-0,0-0
?,(Sat) Dec/14 1996 (50),Montpellier (22),Lens (22),1-0,0-0
?,(Sat) Dec/14 1996 (50),Nancy (22),Lyon (22),2-3,1-1
?,(Sat) Dec/14 1996 (50),Nantes (22),Paris SG (22),0-0,0-0
?,(Sat) Dec/14 1996 (50),Strasbourg (22),Metz (22),0-1,0-1
?,(Sun) Dec/15 1996 (50),Marseille (22),Auxerre (22),3-0,1-0
?,(Thu) Dec/19 1996 (51),Bastia (23),Bordeaux (23),3-1,3-1
?,(Fri) Dec/20 1996 (51),Auxerre (23),Strasbourg (23),0-1,0-0
?,(Fri) Dec/20 1996 (51),Cannes (23),Guingamp (23),1-0,0-0
?,(Fri) Dec/20 1996 (51),Le Havre (23),Nancy (23),1-3,1-1
?,(Fri) Dec/20 1996 (51),Lens (23),Monaco (23),1-3,0-3
?,(Fri) Dec/20 1996 (51),Lyon (23),Nantes (23),0-1,0-0
?,(Fri) Dec/20 1996 (51),Metz (23),Caen (23),2-2,0-1
?,(Fri) Dec/20 1996 (51),Nice (23),Lille (23),1-1,1-0
?,(Fri) Dec/20 1996 (51),Paris SG (23),Montpellier (23),1-1,1-0
?,(Fri) Dec/20 1996 (51),Rennes (23),Marseille (23),4-2,1-2
?,(Sat) Jan/25 1997 (3),Bordeaux (24),Nice (24),4-1,0-0
?,(Sat) Jan/25 1997 (3),Cannes (24),Lens (24),0-0,0-0
?,(Sat) Jan/25 1997 (3),Guingamp (24),Lille (24),1-0,0-0
?,(Sat) Jan/25 1997 (3),Marseille (24),Bastia (24),1-0,1-0
?,(Sat) Jan/25 1997 (3),Montpellier (24),Lyon (24),2-1,2-0
?,(Sat) Jan/25 1997 (3),Nancy (24),Metz (24),2-3,0-1
?,(Sat) Jan/25 1997 (3),Nantes (24),Le Havre (24),1-1,0-0
?,(Sat) Jan/25 1997 (3),Strasbourg (24),Rennes (24),3-0,1-0
?,(Sun) Jan/26 1997 (3),Caen (24),Auxerre (24),2-3,0-1
?,(Sun) Jan/26 1997 (3),Monaco (24),Paris SG (24),2-0,0-0
?,(Sat) Feb/1 1997 (4),Auxerre (25),Nancy (25),1-0,0-0
?,(Sat) Feb/1 1997 (4),Le Havre (25),Montpellier (25),0-0,0-0
?,(Sat) Feb/1 1997 (4),Lens (25),Guingamp (25),2-1,1-0
?,(Sat) Feb/1 1997 (4),Lille (25),Bordeaux (25),0-0,0-0
?,(Sat) Feb/1 1997 (4),Metz (25),Nantes (25),0-1,0-0
?,(Sat) Feb/1 1997 (4),Nice (25),Marseille (25),0-0,0-0
?,(Sat) Feb/1 1997 (4),Paris SG (25),Cannes (25),1-1,1-0
?,(Sat) Feb/1 1997 (4),Rennes (25),Caen (25),1-1,?
?,(Sun) Feb/2 1997 (4),Bastia (25),Strasbourg (25),3-1,2-0
?,(Sun) Feb/2 1997 (4),Lyon (25),Monaco (25),3-3,1-1
?,(Thu) Feb/13 1997 (6),Lens (26),Paris SG (26),1-2,1-0
?,(Thu) Feb/13 1997 (6),Nantes (26),Auxerre (26),0-0,0-0
?,(Fri) Feb/14 1997 (6),Cannes (26),Lyon (26),0-1,0-1
?,(Fri) Feb/14 1997 (6),Guingamp (26),Bordeaux (26),2-2,0-1
?,(Fri) Feb/14 1997 (6),Marseille (26),Lille (26),5-1,0-1
?,(Fri) Feb/14 1997 (6),Monaco (26),Le Havre (26),3-0,2-0
?,(Fri) Feb/14 1997 (6),Montpellier (26),Metz (26),1-0,1-0
?,(Fri) Feb/14 1997 (6),Nancy (26),Rennes (26),1-0,0-0
?,(Fri) Feb/14 1997 (6),Strasbourg (26),Nice (26),3-1,2-1
?,(Fri) Feb/21 1997 (7),Lyon (27),Lens (27),0-0,0-0
?,(Fri) Feb/21 1997 (7),Rennes (27),Nantes (27),0-1,0-0
?,(Sat) Feb/22 1997 (7),Auxerre (27),Montpellier (27),0-2,0-0
?,(Sat) Feb/22 1997 (7),Bastia (26),Nancy (27),2-0,0-0
?,(Sat) Feb/22 1997 (7),Bordeaux (27),Marseille (27),4-0,2-0
?,(Sat) Feb/22 1997 (7),Le Havre (27),Cannes (27),0-0,0-0
?,(Sat) Feb/22 1997 (7),Lille (27),Strasbourg (27),2-4,1-2
?,(Sat) Feb/22 1997 (7),Metz (27),Monaco (27),2-0,1-0
?,(Sat) Feb/22 1997 (7),Nice (27),Caen (26),1-1,1-1
?,(Sat) Feb/22 1997 (7),Paris SG (27),Guingamp (27),1-1,0-1
?,(Sat) Mar/8 1997 (9),Caen (27),Lille (28),1-0,1-0
?,(Sat) Mar/8 1997 (9),Cannes (28),Metz (28),0-0,0-0
?,(Sat) Mar/8 1997 (9),Guingamp (28),Marseille (28),3-1,2-0
?,(Sat) Mar/8 1997 (9),Lens (28),Le Havre (28),0-1,0-1
?,(Sat) Mar/8 1997 (9),Montpellier (28),Rennes (28),0-0,0-0
?,(Sat) Mar/8 1997 (9),Nancy (28),Nice (28),1-0,0-0
?,(Sat) Mar/8 1997 (9),Nantes (28),Bastia (27),3-0,2-0
?,(Sat) Mar/8 1997 (9),Strasbourg (28),Bordeaux (28),1-1,1-1
?,(Sun) Mar/9 1997 (9),Monaco (28),Auxerre (28),0-0,0-0
?,(Sun) Mar/9 1997 (9),Paris SG (28),Lyon (28),3-1,0-1
?,(Fri) Mar/14 1997 (10),Auxerre (29),Cannes (29),3-1,2-0
?,(Fri) Mar/14 1997 (10),Bastia (28),Montpellier (29),2-2,0-1
?,(Fri) Mar/14 1997 (10),Le Havre (29),Paris SG (29),1-0,0-0
?,(Fri) Mar/14 1997 (10),Lille (29),Nancy (29),2-0,1-0
?,(Fri) Mar/14 1997 (10),Marseille (29),Strasbourg (29),0-1,0-0
?,(Fri) Mar/14 1997 (10),Nice (29),Nantes (29),1-2,0-1
?,(Fri) Mar/14 1997 (10),Rennes (29),Monaco (29),0-3,0-1
?,(Sat) Mar/15 1997 (10),Bordeaux (29),Caen (28),3-1,2-1
?,(Sat) Mar/15 1997 (10),Lyon (29),Guingamp (29),2-1,1-0
?,(Sat) Mar/15 1997 (10),Metz (29),Lens (29),2-0,1-0
?,(Sat) Mar/22 1997 (11),Cannes (30),Rennes (30),1-0,1-0
?,(Sat) Mar/22 1997 (11),Guingamp (30),Strasbourg (30),2-1,1-1
?,(Sat) Mar/22 1997 (11),Lens (30),Auxerre (30),2-1,1-0
?,(Sat) Mar/22 1997 (11),Lyon (30),Le Havre (30),2-1,1-0
?,(Sat) Mar/22 1997 (11),Monaco (30),Bastia (29),3-1,1-1
?,(Sat) Mar/22 1997 (11),Montpellier (30),Nice (30),2-1,2-0
?,(Sat) Mar/22 1997 (11),Nancy (30),Bordeaux (30),1-1,0-0
?,(Sat) Mar/22 1997 (11),Nantes (30),Lille (30),1-0,0-0
?,(Sun) Mar/23 1997 (11),Caen (29),Marseille (30),1-0,1-0
?,(Sun) Mar/23 1997 (11),Paris SG (30),Metz (30),2-0,2-0
?,(Tue) Mar/25 1997 (12),Bordeaux (31),Nantes (31),0-0,0-0
?,(Tue) Mar/25 1997 (12),Lille (31),Montpellier (31),0-4,?
?,(Wed) Mar/26 1997 (12),Auxerre (31),Paris SG (31),2-1,1-1
?,(Wed) Mar/26 1997 (12),Bastia (30),Cannes (31),1-0,?
?,(Wed) Mar/26 1997 (12),Le Havre (31),Guingamp (31),0-1,?
?,(Wed) Mar/26 1997 (12),Marseille (31),Nancy (31),4-1,?
?,(Wed) Mar/26 1997 (12),Metz (31),Lyon (31),0-1,?
?,(Wed) Mar/26 1997 (12),Nice (31),Monaco (31),0-2,0-1
?,(Wed) Mar/26 1997 (12),Rennes (31),Lens (31),2-2,?
?,(Wed) Mar/26 1997 (12),Strasbourg (31),Caen (30),2-0,?
?,(Fri) Apr/4 1997 (13),Monaco (32),Lille (32),2-0,0-0
?,(Sat) Apr/5 1997 (13),Cannes (32),Nice (32),1-1,0-1
?,(Sat) Apr/5 1997 (13),Le Havre (32),Metz (32),0-0,0-0
?,(Sat) Apr/5 1997 (13),Lyon (32),Auxerre (32),2-0,0-0
?,(Sat) Apr/5 1997 (13),Montpellier (32),Bordeaux (32),2-0,2-0
?,(Sat) Apr/5 1997 (13),Nancy (32),Strasbourg (32),2-0,1-0
?,(Sat) Apr/5 1997 (13),Nantes (32),Marseille (32),1-1,1-0
?,(Sat) Apr/5 1997 (13),Paris SG (32),Rennes (32),1-1,0-1
?,(Sun) Apr/6 1997 (13),Guingamp (32),Caen (31),1-1,?
?,(Sun) Apr/6 1997 (13),Lens (32),Bastia (31),1-1,?
?,(Fri) Apr/11 1997 (14),Caen (32),Bastia (32),2-2,?
?,(Tue) Apr/15 1997 (15),Bastia (33),Paris SG (33),1-1,1-1
?,(Wed) Apr/16 1997 (15),Auxerre (33),Le Havre (33),2-0,1-0
?,(Wed) Apr/16 1997 (15),Bordeaux (33),Monaco (33),2-1,0-0
?,(Wed) Apr/16 1997 (15),Caen (33),Nancy (33),1-1,1-1
?,(Wed) Apr/16 1997 (15),Marseille (33),Montpellier (33),2-2,0-1
?,(Wed) Apr/16 1997 (15),Metz (33),Guingamp (33),2-0,1-0
?,(Wed) Apr/16 1997 (15),Nice (33),Lens (33),1-2,1-0
?,(Wed) Apr/16 1997 (15),Rennes (33),Lyon (33),2-1,2-0
?,(Wed) Apr/16 1997 (15),Strasbourg (33),Nantes (33),0-1,0-0
?,(Thu) Apr/17 1997 (15),Lille (33),Cannes (33),1-2,?
?,(Sat) Apr/26 1997 (16),Cannes (34),Bordeaux (34),1-1,0-1
?,(Sat) Apr/26 1997 (16),Guingamp (34),Nancy (34),0-1,0-1
?,(Sat) Apr/26 1997 (16),Le Havre (34),Rennes (34),1-1,0-1
?,(Sat) Apr/26 1997 (16),Lens (34),Lille (34),1-0,1-0
?,(Sat) Apr/26 1997 (16),Lyon (34),Bastia (34),4-2,1-2
?,(Sat) Apr/26 1997 (16),Metz (34),Auxerre (34),1-0,1-0
?,(Sat) Apr/26 1997 (16),Monaco (34),Marseille (34),1-1,0-1
